url,course_name,rating,survey_count,Institution,Level,Associated_skills,price,duration_days
https://www.edx.org/learn/beer/wageningen-university-research-the-science-of-beer,wageningenx: the science of beer,0.46650830854608394,0.058757090348987476,WageningenX,Introductory,"marketing, supply chain",169.0,42.0
https://www.edx.org/learn/healthcare/harvard-university-improving-global-health-focusing-on-quality-and-safety,harvardx: improving global health: focusing on quality and safety,0.5550276951536111,0.003313497031268113,HarvardX,Intermediate,public health,149.0,70.0
https://www.edx.org/learn/life-sciences/osaka-university-metabolomics-in-life-sciences,osakaux: metabolomics in life sciences,0.46650830854608394,0.058757090348987476,OsakaUx,Introductory,"analytical chemistry, analytical procedures, biochemistry, biology, biostatistics, data analysis, food science, life sciences, mass spectrometry, metabolic engineering, metabolomics, sample preparation",49.0,28.0
https://www.edx.org/learn/environmental-science/dartmouth-college-introduction-to-environmental-science,dartmouthx: introduction to environmental science,0.46650830854608394,0.058757090348987476,DartmouthX,Introductory,"biology, chemical process, environmental issue, environmental science, natural gas, scientific studies, soil science",50.0,28.0
https://www.edx.org/learn/sustainable-energy/university-of-alaska-fairbanks-renewable-energy-for-arctic-food-and-water-security,"alaskax: powering resilient communities: a holistic approach to food, energy, and water security",0.46650830854608394,0.058757090348987476,AlaskaX,Introductory,"alternative energy, biomass, climate variability and change, community planning, electricity, greenhouse gas, hydropower, infrastructure, photovoltaics, renewable energy, renewable energy systems, research, resilience, sewage, social sciences, sustainable development, wastewater, water resources, water supply networks, wind turbines",249.0,28.0
https://www.edx.org/learn/human-psychology/israelx-developmental-psychology-a-journey-of-growth-within-relationships,israelx: developmental psychology: a journey of growth within relationships,0.46650830854608394,0.058757090348987476,IsraelX,Introductory,"decisiveness, developmental psychology, influencing skills, optometry, psychology",369.0,84.0
https://www.edx.org/learn/child-development/curtin-university-autism-and-neurodiversity-building-your-child-s-strengths,curtinx: autism and neurodiversity: building your child's strengths,0.44378461894201404,0.0004825481113497252,CurtinX,Introductory,"advocacy, autism spectrum disorders, child development, planning",99.0,42.0
https://www.edx.org/learn/wine/university-of-adelaide-world-of-wine-from-grape-to-glass,adelaidex: world of wine: from grape to glass,1.0000000000000009,0.0002895288668098351,AdelaideX,Introductory,"decision making, viticulture",199.0,42.0
https://www.edx.org/learn/mechanics/rice-university-mechanics-part-2,"ricex: mechanics, part 2",0.46650830854608394,0.058757090348987476,RICEx,Intermediate,"angular (web framework), calculus, engineering statics, mechanics, physics, problem solving",169.0,42.0
https://www.edx.org/learn/engineering/purdue-university-quantum-computing-iii-algorithm-and-software,purduex: applied quantum computing iii: algorithm and software,0.46650830854608394,0.058757090348987476,PurdueX,Advanced,"algorithms, error detection and correction, fourier transform, machine learning, mathematical optimization, natural sciences, quantum chemistry, quantum computing, quantum mechanics, search algorithms",0.0,35.0
https://www.edx.org/learn/quantum-computing/university-of-chicago-quantum-computer-systems-design-i-intro-to-quantum-computation-and-programming,uchicagox: quantum computer systems design i: intro to quantum computation and programming,0.0,0.00019301924453989008,UChicagoX,Advanced,"algorithms, computer science, design elements and principles, linear algebra, microarchitecture, python (programming language), qiskit, quantum computing, quantum gates, quantum technology, systems theories",200.0,28.0
https://www.edx.org/learn/engineering/purdue-university-quantum-computing-i-fundamentals,purduex: applied quantum computing i: fundamentals,0.46650830854608394,0.058757090348987476,PurdueX,Advanced,"quantum computing, quantum information, quantum mechanics",0.0,35.0
https://www.edx.org/learn/quantum-computing/university-of-chicago-introduction-to-quantum-computing-for-everyone-2,uchicagox: introduction to quantum computing for everyone 2,0.22129846651881913,0.0003538686149897985,UChicagoX,Introductory,"algorithms, operations, quantum computing",199.0,35.0
https://www.edx.org/learn/engineering/purdue-university-quantum-computing-ii-hardware,purduex: applied quantum computing ii: hardware,0.46650830854608394,0.058757090348987476,PurdueX,Advanced,"error detection and correction, natural sciences, quantum computing, quantum information, quantum mechanics",0.0,35.0
