url,course_name,rating,survey_count,Institution,Subject,Level,Associated_skills,price,duration
https://www.edx.org/learn/architecture-history/massachusetts-institute-of-technology-a-global-history-of-architecture,MITx: A Global History of Architecture,4.9,8,MITx,History,Introductory,Architectural History,149,13 weeks
https://www.edx.org/learn/architecture-history/tsinghua-university-history-of-chinese-architecture-zhong-guo-jian-zhu-shi,TsinghuaX: History of Chinese Architecture | 中国建筑史,,,TsinghuaX,Humanities,Introductory,"Aesthetics, Architectural History, Crystallization, English Language, French Language, Mandarin Chinese, Masonry, Subtitles",,16 weeks
https://www.edx.org/learn/architecture/harvard-university-the-architectural-imagination,HarvardX: The Architectural Imagination,4.7,144,HarvardX,Architecture,Introductory,"Imagination, Innovation, Perspective (Graphical), Value Systems",249,10 weeks
https://www.edx.org/learn/design/delft-university-of-technology-introduction-to-ai-in-architectural-design,DelftX: AI in Architectural Design: Introduction,,,DelftX,Design,Introductory,"Architectural Design, Artificial Intelligence, Computer Vision, Design Thinking, Enthusiasm, Machine Learning, Open Source Technology, Python (Programming Language)",109,8 weeks
https://www.edx.org/learn/computer-architecture/arm-education-computer-architecture-essentials-on-arm,ArmEducationX: Computer Architecture Essentials on Arm,4.3,10,ArmEducationX,Computer Science,Intermediate,,99,6 weeks
https://www.edx.org/learn/architecture/the-university-of-tokyo-four-facets-of-contemporary-japanese-architecture-theory,UTokyoX: Four Facets of Contemporary Japanese Architecture: Theory,,,UTokyoX,Architecture,Intermediate,Advertisement,119,Self-paced
https://www.edx.org/learn/history/the-university-of-tokyo-tokyo-hillside-tokyo-riverside-exploring-the-historical-city,"UTokyoX: Tokyo Hillside, Tokyo Riverside: Exploring the Historical City",4.8,5,UTokyoX,History,Introductory,"Lecturing, Social Development",59,6 weeks
https://www.edx.org/learn/history/universidades-anahuac-maya-culture-in-yucatan,AnahuacX: Maya Culture in Yucatan,,,AnahuacX,History,Introductory,,29,5 weeks
https://www.edx.org/learn/nosql/ibm-nosql-database-basics,IBM: NoSQL Database Basics,4.4,67,IBM,Computer Science,Introductory,"Agile Methodology, Apache Cassandra, Big Data, Cloudant, Data as a Service (DaaS), Database Management, Database Permissions, Database as a Service (DBaaS), Management, MongoDB, NoSQL, Relational Databases, Scalability",99,5 weeks
https://www.edx.org/learn/judaism/university-of-pennsylvania-the-tabernacle-in-word-image-an-italian-jewish-manuscript-revealed,PennX: The Tabernacle in Word & Image: An Italian Jewish Manuscript Revealed,,,PennX,History,Advanced,Hebrew Language,29,5 weeks
https://www.edx.org/certificates/professional-certificate/delftx-water-and-ports-historic-cities-and-landscapes,Addressing challenges for sustainable cities and communities,,,Delft University of Technology,,,,$304.20,3 months
https://www.edx.org/learn/architecture/tokyo-institute-of-technology-japanese-architecture-and-structural-design,TokyoTechX: Japanese Architecture and Structural Design,4.5,28,TokyoTechX,Architecture,Intermediate,"Aesthetics, Environmentalism, Metabolism, Roofing, Seismic Analysis, Seismic Retrofit, Seismology, Shear (Sheet Metal), Structural Engineering",79,5 weeks
https://www.edx.org/learn/architecture/delft-university-of-technology-principles-materials-and-technologies-of-facades,"DelftX: Principles, Materials and Technologies of Façades",,,DelftX,Architecture,Intermediate,"Cultural Influences, Green Building, Innovation, Research",149,6 weeks
https://www.edx.org/learn/japanese-history/tokyo-institute-of-technology-modern-japanese-architecture-part-1-from-meiji-restoration-to-the-pacific-war,TokyoTechX: Modern Japanese Architecture Part 1: From Meiji Restoration to the Pacific War,,,TokyoTechX,Architecture,Intermediate,,59,5 weeks
https://www.edx.org/learn/architecture/tokyo-institute-of-technology-modern-japanese-architecture-from-meiji-restoration-to-today,TokyoTechX: Modern Japanese Architecture: From Meiji Restoration to Today,,,TokyoTechX,Engineering,Intermediate,Influencing Skills,69,6 weeks
https://www.edx.org/learn/computer-science/dec-institute-digital-asset-101-certificate-part-1,DECx: Digital Asset 101 Certificate - Part 1,,,DECx,Computer Science,Intermediate,"Asset Management, Banking, Economics, Finance",165,4 weeks
https://www.edx.org/learn/sustainable-development/massachusetts-institute-of-technology-sustainable-building-design,MITx: Sustainable Building Design,4.6,33,MITx,Architecture,Intermediate,"American Institute Of Architects, Building Design, Computer-Aided Design, Construction, Design Elements And Principles, Energy Consumption, Green Building, Purchasing, Renewable Energy, Sales",199,13 weeks
https://www.edx.org/learn/construction/purdue-university-bim-for-construction,PurdueX: BIM for Construction,,,PurdueX,Engineering,Advanced,"Autodesk, Building Information Modeling, Construction, Construction Management, Cost Estimation, Microsoft 365, Microsoft Project, Navisworks (BIM Software), Project Management Software, Scheduling",750,6 weeks
https://www.edx.org/learn/construction/purdue-university-fundamentals-of-building-information-modeling,PurdueX: Fundamentals of Building Information Modeling,,,PurdueX,Engineering,Advanced,"Authoring Systems, Autodesk, Autodesk Revit, Building Information Modeling, Infrastructure, Object Oriented Modeling And Design, Parametric Modeling, Project Management, Research",750,5 weeks
https://www.edx.org/learn/railway-engineering/world-bank-group-e-learning-course-on-urban-rail-development,WBGx: e-Learning Course on Urban Rail Development,4.3,10,WBGx,Environmental Studies,Introductory,"Digital Strategy Development, Engineering Design Process, Urban Transportation",5,7 weeks
https://www.edx.org/learn/engineering/universitat-politecnica-de-valencia-dynamics-and-control,UPValenciaX: Dynamics and Control,4.5,22,UPValenciaX,Engineering,Introductory,"Control Engineering, Control Systems, Social Sciences, System Dynamics, Systems Controls",39,6 weeks
https://www.edx.org/learn/neuroscience/ecole-polytechnique-federale-de-lausanne-neuronal-dynamics,EPFLx: Neuronal Dynamics,,,EPFLx,Computer Science,Advanced,"Computational Neuroscience, Differential Equations, Heart Rate, Pulses, Stochastic Process",179,7 weeks
https://www.edx.org/learn/fluid-mechanics/massachusetts-institute-of-technology-advanced-fluid-mechanics-1-fundamentals,MITx: Advanced Fluid Mechanics 1: Fundamentals,4.6,10,MITx,Engineering,Advanced,"Boundary Layer, Chemical Process, Continuum Mechanics, Deformation, Dimensional Analysis, Fluid Dynamics, Fluid Mechanics, Hydraulics, Hydrostatics, Kinematics, Mechanical Engineering, Physically Based Animation, Physics, Process Manufacturing, Stokes Equation",89,12 weeks
https://www.edx.org/learn/fluid-mechanics/massachusetts-institute-of-technology-advanced-fluid-mechanics-2-the-navier-stokes-equations-for-viscous-flows,MITx: Advanced Fluid Mechanics 2: The Navier-Stokes Equations for Viscous Flows,4.9,9,MITx,Engineering,Advanced,"Boundary Layer, Chemical Process, Dimensional Analysis, Fluid Dynamics, Fluid Mechanics, Free Surface, Hydraulics, Mechanical Engineering, Physically Based Animation, Physics, Process Manufacturing, Stokes Equation",89,12 weeks
https://www.edx.org/learn/chinese-history/peking-university-zhong-guo-gu-dai-shi-da-xue-xian-xiu-ke-ancient-history-of-china,PekingX: 中国古代史（大学先修课) | Ancient History of China,,,PekingX,History,Introductory,"Ancient History, Lecturing, Research, Social Development, Teaching",,4 weeks
https://www.edx.org/learn/history/harvard-university-the-jewish-bible-its-history-as-a-physical-artifact,HarvardX: The Jewish Bible: Its History As A Physical Artifact,4.8,9,HarvardX,Humanities,Introductory,,149,6 weeks
https://www.edx.org/learn/earth-sciences/massachusetts-institute-of-technology-the-history-of-ancient-environments-climate-and-life,"MITx: The History of Ancient Environments, Climate, and Life",,,MITx,Energy & Earth Sciences,Introductory,Geology,99,8 weeks
https://www.edx.org/xseries/harvard-university-china-civilization-empire,From ancient origins to the 19th century,,,Harvard University,,,,$670.50,1 year 3 months
https://www.edx.org/learn/bible/israelx-biblical-archaeology-the-archaeology-of-ancient-israel-and-judah,IsraelX: Biblical Archaeology: The archaeology of ancient Israel and Judah,4.9,16,IsraelX,History,Introductory,"Archaeology, Legal Discovery",119,12 weeks
https://www.edx.org/learn/chinese-history/tsinghua-university-wen-wu-jing-pin-yu-wen-hua-zhong-guo-wen-zi-yu-le-li-relics-of-chinese-history-part-3-writing-system-rites-and-music,"TsinghuaX: 文物精品与文化中国：文字与乐礼 | Relics of Chinese History - Part 3: Writing System, Rites and Music",,,TsinghuaX,Art & Culture,Introductory,"Archaeology, Writing Systems",179,5 weeks
https://www.edx.org/learn/math/tsinghua-university-combinatorial-mathematics-zu-he-shu-xue,TsinghuaX: Combinatorial Mathematics | 组合数学,,,TsinghuaX,Computer Science,Introductory,"Algorithms, Combinatorics, Computer Science, Financial Analysis, Operations",189,12 weeks
https://www.edx.org/learn/humanities/arizona-state-university-western-civilization-ancient-and-medieval-europe-2,ASUx: Western Civilization: Ancient and Medieval Europe,,,ASUx,Humanities,Introductory,"Behavioral Science, European History, Modern Greek",49,8 weeks
https://www.edx.org/learn/leadership/university-of-canterbury-leadership-for-contemporary-organizations,UCx: Leadership for Contemporary Organizations,4.8,19,UCx,Business & Management,Advanced,"Industrial And Organizational Psychology, Influencing Skills, Leadership, Leadership Development, Operations, Organizational Development, Organizational Leadership",169,6 weeks
https://www.edx.org/learn/history/israelx-jerusalem,IsraelX: Jerusalem: A Journey Through Time,,,IsraelX,History,Introductory,"Archaeology, Farsi Language, Hebrew Language, Prehistory, Research",120,16 weeks
https://www.edx.org/learn/history/university-of-pennsylvania-medieval-hebrew-manuscripts-and-their-scribes,PennX: Medieval Hebrew Manuscripts and their Scribes,,,PennX,History,Advanced,Hebrew Language,29,5 weeks
https://www.edx.org/learn/history/sorbonne-universite-to-the-discovery-of-hittite-civilization-chapter-1,SorbonneX: To the Discovery of Hittite Civilization - Chapter 1,,,SorbonneX,History,Introductory,,44,5 weeks
https://www.edx.org/learn/chinese-history/tsinghua-university-history-of-chinese-costumes-zhong-guo-fu-shi-qi-qian-nian,TsinghuaX: History of Chinese Costumes | 中国服饰七千年,,,TsinghuaX,Art & Culture,Introductory,"Fashion Design, Innovation",59,12 weeks
https://www.edx.org/learn/archaeology/harvard-university-pyramids-of-giza-ancient-egyptian-art-and-archaeology,HarvardX: Pyramids of Giza: Ancient Egyptian Art and Archaeology,4.8,67,HarvardX,Art & Culture,Introductory,"3D Modeling, Archaeology",219,8 weeks
https://www.edx.org/learn/world-history/qatar-university-qatari-history-and-heritage,QUx: Qatari History and Heritage,4.7,6,QUx,History,Introductory,"Archaeology, Influencing Skills, Legal Discovery, Oil And Gas",39,5 weeks
https://www.edx.org/certificates/professional-certificate/delftx-inclusive-and-sustainable-cities,Learn how to tackle today’s urban challenges,,,Delft University of Technology,,,,$456.30,5 months
https://www.edx.org/learn/urban-planning/harvard-university-citiesx-the-past-present-and-future-of-urban-life,"HarvardX: CitiesX: The Past, Present and Future of Urban Life",4.6,54,HarvardX,Social Sciences,Introductory,"Anthropology, Consolidation, Economics, Human Capital, Journalism, Sociology, Urban Planning",249,11 weeks
https://www.edx.org/learn/sustainability/sdg-academy-sustainable-cities,SDGAcademyX: Sustainable Cities,4.7,17,SDGAcademyX,Environmental Studies,Intermediate,"Economics, Infrastructure, Public Policies, Real Estate, Real Estate Development, Resilience, Sustainability, Sustainable Business, Sustainable Development, Telecommunications, Urban Sustainability",,9 weeks
https://www.edx.org/learn/housing/delft-university-of-technology-global-housing-design,DelftX: Global Housing Design,4.7,12,DelftX,Architecture,Intermediate,"Animations, Built Environment, Design Strategies",169,6 weeks
https://www.edx.org/learn/urban-planning/ecole-polytechnique-federale-de-lausanne-smart-cities-management-of-smart-urban-infrastructures,"EPFLx: Smart Cities, Management of Smart Urban Infrastructures",,,EPFLx,Social Sciences,Introductory,"Infrastructure, Infrastructure Management, Urban Transportation",89,5 weeks
https://www.edx.org/learn/urban-planning/ecole-polytechnique-federale-de-lausanne-urban-infrastructure-management,EPFLx: Urban Infrastructure Management,,,EPFLx,Business & Management,Introductory,"Energy Transport, Governance, Infrastructure, Infrastructure Management, Management, Transport Management Systems, Transportation Management Systems, Urban Transportation",69,5 weeks
https://www.edx.org/learn/infrastructure/the-university-of-michigan-infrastructure-management-for-public-libraries,MichiganX: Infrastructure Management for Public Libraries,,,MichiganX,Humanities,Introductory,"Infrastructure, Infrastructure Management, Library Management",59,4 weeks
https://www.edx.org/learn/cloud-computing/the-linux-foundation-introduction-to-cloud-infrastructure-technologies,LinuxFoundationX: Introduction to Cloud Infrastructure Technologies,4.5,18,LinuxFoundationX,Computer Science,Introductory,"Cloud Computing, Cloud Foundry, Cloud Infrastructure, Cloud Security Infrastructure, Cloud Services, Cloud Technologies, Continuous Integration, DevOps, Docker (Software), Kubernetes, Linux, Network Computing, Open Source Technology, Open-Source Software, OpenStack, Operations, Software Defined Networking (SDN), Tooling",189,14 weeks
https://www.edx.org/learn/physics/lufthansa-technical-training-physics-fundamentals,LTTx: Physics Fundamentals,,,LTTx,Physics,Introductory,,145,3 weeks
https://www.edx.org/learn/physics/delft-university-of-technology-pre-university-physics,DelftX: Pre-University Physics,4.4,27,DelftX,Physics,Introductory,"Aerospace Engineering, Applied Physics, Electrical Engineering, Mechanical Engineering, Physics",50,5 weeks
https://www.edx.org/learn/chemistry/harvard-university-energy-and-thermodynamics,HarvardX: Energy and Thermodynamics,4.3,29,HarvardX,Chemistry,Introductory,"Biology, Chemistry, Enthalpy, Heat Transfer, Renewable Energy, Thermal Management, Thermochemistry, Thermodynamics",249,10 weeks
https://www.edx.org/learn/mechanics/rice-university-mechanics-part-1,"RICEx: Mechanics, Part 1",,,RICEx,Math,Intermediate,"Calculus, Kinematics, Mechanics, Physics, Problem Solving",169,6 weeks
https://www.edx.org/learn/quantum-physics-mechanics/georgetown-university-quantum-mechanics,GeorgetownX: Quantum Mechanics,,,GeorgetownX,Physics,Intermediate,"Basic Math, Calculus, Chemistry, Communications, Experimentation, Mechanics, Modern Physics, Physics, Quantum Computing, Quantum Information, Quantum Mechanics",309,18 weeks
https://www.edx.org/learn/food-science/harvard-university-science-cooking-from-haute-cuisine-to-soft-matter-science-physics,HarvardX: Science & Cooking: From Haute Cuisine to Soft Matter Science (physics),4.7,23,HarvardX,Physics,Introductory,"Baking, Chemistry, Cooking, Experimentation, Physics, Research, Soft Matter",249,16 weeks
https://www.edx.org/learn/astrophysics/ecole-polytechnique-federale-de-lausanne-introduction-to-astrophysics,EPFLx: Introduction to Astrophysics,3.5,10,EPFLx,Physics,Introductory,"Astrophysics, Forecasting",179,7 weeks
https://www.edx.org/learn/physics/rice-university-ap-physics-1,RICEx: Topics in AP Physics,4.4,17,RICEx,Physics,Introductory,"Physics, Problem Solving",49,18 weeks
https://www.edx.org/learn/physics/universitat-politecnica-de-valencia-physics-fundamentals-mechanics,UPValenciaX: Physics Fundamentals: Mechanics,4.6,20,UPValenciaX,Physics,Introductory,,29,6 weeks
https://www.edx.org/learn/physics/ecole-polytechnique-federale-de-lausanne-plasma-physics-introduction,EPFLx: Plasma Physics: Introduction,,,EPFLx,Engineering,Intermediate,"Astrophysics, Physics",209,8 weeks
https://www.edx.org/learn/physics/universitat-politecnica-de-valencia-physics-fundamentals-electromagnetics,UPValenciaX: Physics Fundamentals: Electromagnetics,4.5,29,UPValenciaX,Physics,Introductory,,29,7 weeks
https://www.edx.org/learn/physics/ecole-polytechnique-federale-de-lausanne-advanced-statistical-physics,EPFLx: Advanced statistical physics,,,EPFLx,Physics,Advanced,,169,10 weeks
https://www.edx.org/learn/astrophysics/ecole-polytechnique-federale-de-lausanne-plasma-physics-applications,EPFLx: Plasma Physics: Applications,,,EPFLx,Engineering,Intermediate,"Astrophysics, Energetic, Energy Production, Fusion Power, Heart Rate, Integrated Circuits, Physics, Structural Materials",209,10 weeks
https://www.edx.org/learn/physics/universitat-politecnica-de-valencia-physics-fundamentals-oscillations-and-waves,UPValenciaX: Physics Fundamentals: Oscillations and Waves,,,UPValenciaX,Physics,Introductory,,29,5 weeks
https://www.edx.org/learn/ap/rice-university-ap-r-physics-1-part-1-linear-motion,RICEx: AP® Physics 1 - Part 1: Linear Motion,,,RICEx,Physics,Introductory,"Kinematics, Linear Motion, Physics, Problem Solving",,4 weeks
https://www.edx.org/learn/railway-engineering/delft-university-of-technology-railway-engineering-an-integral-approach,DelftX: Railway Engineering: An Integral Approach,4.4,19,DelftX,Engineering,Introductory,"Control Systems, Decision Making, Influencing Skills, Integration, Railroad Engineering, Railway Engineering, Signaling (Crane Rigging)",129,6 weeks
https://www.edx.org/learn/engineering/ecole-polytechnique-federale-de-lausanne-intro-to-traffic-flow-modeling-and-intelligent-transport-systems,EPFLx: Intro to Traffic Flow Modeling and Intelligent Transport Systems,,,EPFLx,Engineering,Intermediate,"Infrastructure, Intelligent Transportation Systems, Road Traffic Controls, Traffic Flow",249,7 weeks
https://www.edx.org/learn/religion/harvard-university-religion-conflict-and-peace,"HarvardX: Religion, Conflict and Peace",4.7,88,HarvardX,Humanities,Introductory,"Economic Policy, Peace And Conflict Studies, Public Health Education, World Religions",149,8 weeks
https://www.edx.org/learn/religion/harvard-university-religious-literacy-traditions-and-scriptures,HarvardX: Religious Literacy: Traditions and Scriptures.,4.6,36,,,,,149,4 weeks
https://www.edx.org/xseries/harvardx-world-religions-through-scriptures,Learn how to interpret sacred texts,,,Harvard University,,,,$521.50,7 months
https://www.edx.org/learn/theology/georgetown-university-theo-humanism-god-s-ways-in-today-s-world,GeorgetownX: Theo-Humanism: God's Ways in Today's World,,,GeorgetownX,Humanities,Introductory,"Biology, Psychology, Theology",179,12 weeks
https://www.edx.org/certificates/professional-certificate/delftx-the-economics-of-energy-transition,Drive your career forward,,,Delft University of Technology,,,,$304.20,3 months
https://www.edx.org/learn/engineering/purdue-university-connections-in-steel-structures,PurdueX: Connections in Steel Structures,,,PurdueX,Engineering,Advanced,"Civil Engineering, Shear (Sheet Metal), Steel Design, Structural Engineering, Welding",750,8 weeks
https://www.edx.org/learn/steel/tenarisuniversity-introduction-to-steel,TenarisUniversity: Introduction to Steel,,,TenarisUniversity,Engineering,Introductory,,59,5 weeks
https://www.edx.org/learn/urban-planning/university-of-pennsylvania-urban-transit-for-livable-cities,PennX: Urban Transit for Livable Cities,4.3,12,PennX,Engineering,Intermediate,"Business Administration, Economics, Systems Engineering, Transport Engineering",49,8 weeks
https://www.edx.org/learn/electric-cars/delft-university-of-technology-electric-cars-introduction,DelftX: Electric Cars: Introduction,4.4,39,DelftX,Engineering,Intermediate,"Business Modeling, Electric Vehicles, Infrastructure, Innovation",124,4 weeks
https://www.edx.org/learn/wine/trinity-college-the-world-history-of-modern-wine,TrinityX: The World History of Modern Wine,,,TrinityX,History,Introductory,"Curiosity, Optometry, World History",50,6 weeks
https://www.edx.org/learn/world-history/princeton-university-global-history-lab,PrincetonX: Global History Lab,,,PrincetonX,Humanities,Intermediate,"Industrialization, Integration, Kepler, World History",,12 weeks
https://www.edx.org/learn/christianity/harvard-university-christianity-through-its-scriptures,HarvardX: Christianity Through Its Scriptures,4.6,55,,,,,149,4 weeks
https://www.edx.org/learn/sociology/wellesley-college-global-sociology,WellesleyX: Global Sociology,,,WellesleyX,Social Sciences,Introductory,"Imagination, Sociology",49,4 weeks
https://www.edx.org/learn/religion/israelx-reading-religious-conversion,IsraelX: Reading Religious Conversion,,,IsraelX,Humanities,Advanced,,49,12 weeks
https://www.edx.org/learn/capitalism/cornell-university-american-capitalism-a-history,CornellX: American Capitalism: A History,,,CornellX,Humanities,Introductory,"Capitalism, Economic Development, Economics, Financial Market, Private Property, United States History",,4 weeks
https://www.edx.org/learn/biology/cornell-university-sharks,"CornellX, UQx: Sharks!",5.0,5,"CornellX, UQx",Biology & Life Sciences,Introductory,"Anatomy, Biology, Ecology, Optometry, Research Methodologies",199,9 weeks
https://www.edx.org/learn/art/tsinghua-university-landscape-techniques-shan-shui-hua-ji-fa,TsinghuaX: Landscape Techniques | 山水画技法,,,TsinghuaX,Art & Culture,Introductory,"Landscape Painting, Landscaping, Painting",179,8 weeks
https://www.edx.org/learn/video-game-writing/university-of-british-columbia-worldbuilding-for-video-games,UBCx: Worldbuilding for Video Games,,,UBCx,Communication,Introductory,"Marketing, Writing",149,5 weeks
https://www.edx.org/learn/sustainable-development/sdg-academy-sustainable-development-the-post-capitalist-order,SDGAcademyX: Sustainable Development: The Post-Capitalist Order,5.0,7,SDGAcademyX,Economics & Finance,Introductory,"Capitalism, Economic Growth, Economics, International Trade, Sustainable Development",,8 weeks
https://www.edx.org/learn/literature/harvard-university-masterpieces-of-world-literature,HarvardX: Masterpieces of World Literature,4.8,54,HarvardX,Literature,Introductory,,299,12 weeks
https://www.edx.org/learn/literature/harvard-university-ancient-masterpieces-of-world-literature,HarvardX: Ancient Masterpieces of World Literature,4.8,33,HarvardX,Literature,Introductory,"Collections, Writing",209,6 weeks
https://www.edx.org/learn/literature/harvard-university-modern-masterpieces-of-world-literature,HarvardX: Modern Masterpieces of World Literature,4.9,34,HarvardX,Literature,Introductory,,209,8 weeks
https://www.edx.org/learn/world-history/universidad-autonoma-de-madrid-the-spain-of-don-quixote,UAMx: The Spain of Don Quixote,,,UAMx,History,Introductory,"Early Modern Europe, Spanish Culture, Spanish Language",29,7 weeks
https://www.edx.org/learn/design/the-hong-kong-university-of-science-and-technology-digital-design,HKUSTx: Digital Design,,,HKUSTx,Design,Introductory,"Augmented Reality, Computer-Aided Design, Digital Design, Key Frame, Rigging, Virtual Reality",59,5 weeks
https://www.edx.org/learn/html5/the-world-wide-web-consortium-w3c-html5-coding-essentials-and-best-practices,W3Cx: HTML5 Coding Essentials and Best Practices,4.5,12,W3Cx,Computer Science,Intermediate,"Animations, Dashboard, HTML5, Mobile Phones, Web Pages",249,6 weeks
https://www.edx.org/learn/javascript/the-world-wide-web-consortium-w3c-javascript-introduction,W3Cx: JavaScript Introduction,4.1,37,W3Cx,Computer Science,Introductory,"Cascading Style Sheets (CSS), Front End (Software Engineering), JavaScript (Programming Language), Multimedia, Web Browsers, Web Development, Web Pages",249,5 weeks
https://www.edx.org/learn/cartography/eth-zurich-introduction-to-web-cartography-part-1,ETHx: Introduction to Web Cartography: Part 1,,,ETHx,Engineering,Introductory,"JavaScript (Programming Language), Mapping, Web Mapping",50,6 weeks
https://www.edx.org/learn/architecture/tsinghua-university-detailed-design-for-dwellings-zhu-zhai-jing-xi-hua-she-ji,TsinghuaX: Detailed Design for Dwellings | 住宅精细化设计,,,TsinghuaX,Architecture,Introductory,"Engineering Design Process, Optimal Design, Planning, Residential Design",179,8 weeks
https://www.edx.org/certificates/professional-certificate/aws-cloud-solutions-architect-professional-certificate,Build your career in cloud architecture,,,Amazon Web Services,,,,$455.40,4 months
https://www.edx.org/learn/architecture/iitbombay-3d-modeling-from-architectural-drawings,IITBombayX: 3D Modeling from Architectural Drawings,,,IITBombayX,Architecture,Introductory,"3D Modeling, Architectural Drawing, Architectural Visualization, Blender (Device), Visualization",149,4 weeks
https://www.edx.org/learn/architecture/iitbombay-realistic-architectural-3d-modeling,IITBombayX: Realistic Architectural 3D Modeling,,,IITBombayX,Architecture,Introductory,"3D Modeling, Architectural Visualization, Blender (Device), Visualization",149,4 weeks
https://www.edx.org/learn/engineering/delft-university-of-technology-facade-design-and-engineering-complexity-made-simple,DelftX: Façade design and engineering: complexity made simple,4.6,37,DelftX,Architecture,Introductory,"Aesthetics, Construction, Renewable Energy, Research",169,6 weeks
https://www.edx.org/learn/architecture/delft-university-of-technology-how-to-detail-a-stick-facade,DelftX: Detailing Stick-System Façades: A Practical Approach,,,DelftX,Architecture,Intermediate,"Architectural Engineering, Green Building, Physics, Research",149,6 weeks
https://www.edx.org/learn/cloud-computing/ibm-cloud-application-developer-capstone,IBM: Full Stack Application Developer Capstone,4.8,5,IBM,Computer Science,Advanced,"Apache Flex, Application Development, Application Programming Interface (API), Architectural Models, Artificial Intelligence, Cascading Style Sheets (CSS), Cloud Application Development, Cloud Computing, Cloud-Native Applications, Cloud-Native Computing, Cloudant, Continuous Delivery, Continuous Integration, Database Management, Full Stack Development, Github, HyperText Markup Language (HTML), IBM Cloud Computing, JSON, JavaScript (Programming Language), Machine Learning, Management, Node.js, Open Source Technology, React.js",99,3 weeks
https://www.edx.org/learn/computer-programming/amazon-web-services-solutions-architect-associate-exam-prep,AWS: Exam Prep: AWS Certified Solutions Architect - Associate,4.6,7,AWS,Computer Science,Intermediate,"AWS Certified Solutions Architect, AWS Certified Solutions Architect Associate, Amazon Web Services, Cloud Computing, Solution Architecture",,4 weeks
https://www.edx.org/learn/virtual-reality/the-university-of-california-san-diego-creating-virtual-reality-vr-apps,UCSanDiegoX: Creating Virtual Reality (VR) Apps,,,UCSanDiegoX,Computer Science,Intermediate,"3D Modeling, 3d Engine, C# (Programming Language), Development Environment, Forecasting, Graphical User Interface, Programming Environments, Stereophonic Sound System, Unity Engine, Virtual Reality",99,6 weeks
https://www.edx.org/learn/infrastructure/oracle-oracle-cloud-infrastructure-architect-professional,Oracle: Oracle Cloud Infrastructure Architect Professional,,,Oracle,Computer Science,Introductory,,79,8 weeks
https://www.edx.org/learn/architecture/ecole-polytechnique-federale-de-lausanne-groundscape-architecture-lab-carpark-futures,EPFLx: Groundscape Architecture Lab. Carpark Futures,,,EPFLx,Architecture,Intermediate,"Futures Exchange, Infrastructure, Presentations, Research, Windows Communication Foundation",139,6 weeks
https://www.edx.org/learn/art/universidad-carlos-iii-de-madrid-european-paintings-from-leonardo-to-rembrandt-to-goya,UC3Mx: European Paintings: From Leonardo to Rembrandt to Goya,4.5,51,UC3Mx,Humanities,Introductory,Painting,119,7 weeks
https://www.edx.org/learn/humanities/hamilton-college-spirituality-and-sensuality-sacred-objects-in-religious-life,HamiltonX: Spirituality and Sensuality: Sacred Objects in Religious Life,,,HamiltonX,Humanities,Introductory,"Anthropology, Art History, Lecturing, Religious Studies",25,4 weeks
https://www.edx.org/learn/chinese-history/tsinghua-university-western-and-chinese-art-masters-and-classics,TsinghuaX: Western and Chinese Art: Masters and Classics,,,TsinghuaX,Art & Culture,Introductory,"Aesthetics, Art History",25,4 weeks
https://www.edx.org/learn/art/israelx-art-and-design-in-the-digital-age,IsraelX: Art and Design in the Digital Age,,,IsraelX,Art & Culture,Intermediate,"Art History, Curiosity, Design And Technology, Digital Image Processing, Engineering Design Process, Futures Exchange, Image Processing, Imagination",49,12 weeks
https://www.edx.org/learn/american-studies/the-smithsonian-institution-smithsonians-objects-that-define-america,SmithsonianX: Smithsonian’s Objects That Define America,,,SmithsonianX,Humanities,Introductory,"Governance, Historic Artifacts, United States History",50,5 weeks
https://www.edx.org/learn/history/university-of-pennsylvania-hollywood-history-industry-art,"PennX: Hollywood: History, Industry, Art",4.6,5,PennX,Communication,Introductory,Cinematography,169,4 weeks
https://www.edx.org/learn/culture/the-hong-kong-polytechnic-university-chinese-culture-interaction,HKPolyUx: Chinese Culture: Interaction,,,HKPolyUx,Humanities,Introductory,,99,4 weeks
https://www.edx.org/learn/design/the-hong-kong-polytechnic-university-designing-and-creating-skirts,HKPolyUx: Designing and Creating Skirts,,,HKPolyUx,Design,Introductory,"Design Elements And Principles, Pattern Making, Sewing",99,5 weeks
https://www.edx.org/learn/video-game-writing/university-of-british-columbia-video-game-writing-essentials,UBCx: Video Game Writing Essentials,4.2,21,UBCx,Communication,Introductory,"Video Game Development, Writing",99,5 weeks
https://www.edx.org/xseries/harvardx-classical-works,Develop deep knowledge,,,Harvard University,,,,$372.50,4 months
https://www.edx.org/learn/education-teacher-training/universidad-autonoma-de-madrid-death-education-for-teachers-and-educator,UAMx: Death Education for Teachers and Educators,,,UAMx,Education & Teacher Training,Introductory,,29,3 weeks
https://www.edx.org/learn/humanities/the-hong-kong-polytechnic-university-humanities-in-focus,HKPolyUx: Humanities in Focus,The,New,HKPolyUx,Humanities,Introductory,"Communications, Legal Discovery",119,6 weeks
https://www.edx.org/learn/blender/iitbombay-basic-3d-modeling-using-blender,IITBombayX: Basic 3D Modeling using Blender,,,IITBombayX,Design,Introductory,"3D Animation, 3D Modeling, Animations, Blender (Device), Computer Animation, Proprietary Software, Texturing",49,4 weeks
